databaseID,temporalSubjectText,temporalSubjectURI
4309593,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309597,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309599,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309603,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309605,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309609,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309613,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309617,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309619,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309623,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309626,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309630,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309633,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309636,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309640,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309642,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309646,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309649,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309652,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309655,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309659,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309661,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309665,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309668,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309671,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309674,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309677,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309680,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309684,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309686,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309690,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309693,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309697,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309700,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309703,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309705,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309709,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309712,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309716,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309718,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309722,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309726,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309729,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309732,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309735,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309739,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309742,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309745,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309749,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309752,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309756,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309758,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309762,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309766,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309769,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309773,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309777,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309780,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309783,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309787,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309789,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309793,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309796,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309799,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309803,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309806,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309810,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309812,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309815,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309818,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309822,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309824,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309827,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309831,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309834,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309837,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309839,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309842,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309845,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309847,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309850,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309854,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309856,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309860,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309864,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309867,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309870,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309873,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309876,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309879,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309881,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309885,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309888,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309893,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309896,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309898,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309902,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309905,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309908,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309912,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309915,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309917,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309920,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309924,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309927,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309931,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309934,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309938,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309940,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309944,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309946,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309950,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309953,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309956,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309958,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309961,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309964,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309966,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309969,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309972,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309976,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309978,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309982,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309986,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309988,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309992,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309996,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4309998,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310002,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310005,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310008,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310011,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310015,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310017,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310020,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310024,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310026,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310030,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310034,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310036,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310041,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310044,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310048,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310051,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310054,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310057,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310060,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310064,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310067,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310070,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310074,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310076,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310081,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310084,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310087,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310090,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310094,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310098,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310101,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310104,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310108,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310111,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310115,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310117,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310120,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310124,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310128,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310131,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310134,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310137,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310141,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310144,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310148,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310150,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310153,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310156,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310159,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310163,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310165,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310169,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310172,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310176,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310180,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310183,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310186,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310190,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310192,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310196,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310199,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310202,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310205,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310209,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310211,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310215,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310218,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310222,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310224,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310228,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310232,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4310234,"20th century","http://id.loc.gov/authorities/subjects/sh2002012476"
4320288,"Easter Rising, 1916",
4496495,"1800-1899",
4496499,"1800-1899",
4496505,"1800-1899",
4496508,"1800-1899",
4496513,"1800-1899",
4496517,"1800-1899",
4498107,"War of 1812",
4501826,"1911-1920",
4501830,"1911-1920",
4501836,"To 1901",
4501855,"To 1901",
4501859,"To 1901",
4501879,"1901-1910",
4503878,"1800-1899",
4505754,"Medieval, 500-1500",
4505761,"Medieval, 500-1500",
4505765,"Medieval, 500-1500",
4505771,"Medieval, 500-1500",
4505777,"Medieval, 500-1500",
4505781,"Medieval, 500-1500",
4505786,"Medieval, 500-1500",
4505956,"Medieval, 500-1500",
4505962,"Medieval, 500-1500",
4505968,"Medieval, 500-1500",
4505973,"Medieval, 500-1500",
4505980,"Medieval, 500-1500",
4505986,"Medieval, 500-1500",
4509835,"Taiping Rebellion, 1850-1864",
4520533,"To 1200 B.C",
4520544,"To 1200 B.C",
4520735,"1763-1822",
4520741,"1763-1822",
4520745,"1763-1822",
4520768,"1763-1822",
4520772,"1763-1822",
4520776,"Empire, 1822-1889",
4521279,"1400-1499",
4521296,"1200-1299",
4521303,"1400-1499",
4521309,"1400-1499",
4521321,"1200-1299",
4521327,"1300-1399",
4521335,"1400-1499",
4521348,"1200-1299",
4521362,"1200-1299",
4521367,"1400-1499",
4521397,"1200-1299",
4521421,"1300-1399",
4521450,"1300-1399",
4521473,"1200-1299",
4521485,"1300-1399",
4521509,"1300-1399",
4521527,"1300-1399",
4521601,"1200-1299",
4521691,"1300-1399",
4521723,"1400-1499",
4521750,"1400-1499",
4521752,"1400-1499",
4521766,"1400-1499",
4521789,"1200-1299",
4526142,"James II, 1685-1688",
4526142,"James II, King of England, 1633-1701",
4526146,"James II, 1685-1688",
4526146,"James II, King of England, 1633-1701",
4526146,"17th century",
4526149,"James II, 1685-1688",
4526149,"James II, King of England, 1633-1701",
4526149,"17th century",
4526152,"James II, 1685-1688",
4526152,"James II, King of England, 1633-1701",
4526155,"James II, 1685-1688",
4526155,"James II, King of England, 1633-1701",
4526158,"James II, 1685-1688",
4526158,"James II, King of England, 1633-1701",
4526161,"James II, 1685-1688",
4526161,"James II, King of England, 1633-1701",
4526165,"James II, 1685-1688",
4526165,"James II, King of England, 1633-1701",
4526168,"James II, 1685-1688",
4526168,"James II, King of England, 1633-1701",
4526172,"James II, 1685-1688",
4526172,"James II, King of England, 1633-1701",
4526176,"James II, 1685-1688",
4526176,"James II, King of England, 1633-1701",
4526179,"James II, 1685-1688",
4526179,"James II, King of England, 1633-1701",
4526183,"James II, 1685-1688",
4526183,"James II, King of England, 1633-1701",
4526186,"James II, 1685-1688",
4526186,"James II, King of England, 1633-1701",
4526191,"James II, 1685-1688",
4526191,"James II, King of England, 1633-1701",
4526195,"James II, 1685-1688",
4526195,"James II, King of England, 1633-1701",
4526198,"James II, 1685-1688",
4526198,"James II, King of England, 1633-1701",
4526201,"James II, 1685-1688",
4526201,"James II, King of England, 1633-1701",
4526204,"James II, 1685-1688",
4526204,"James II, King of England, 1633-1701",
4526208,"James II, 1685-1688",
4526208,"James II, King of England, 1633-1701",
4526211,"James II, 1685-1688",
4526211,"James II, King of England, 1633-1701",
4526212,"James II, 1685-1688",
4526212,"James II, King of England, 1633-1701",
4526215,"James II, 1685-1688",
4526215,"James II, King of England, 1633-1701",
4526218,"James II, 1685-1688",
4526218,"James II, King of England, 1633-1701",
4526221,"James II, 1685-1688",
4526221,"James II, King of England, 1633-1701",
4526226,"James II, 1685-1688",
4526226,"James II, King of England, 1633-1701",
4526230,"James II, 1685-1688",
4526230,"James II, King of England, 1633-1701",
4526235,"James II, 1685-1688",
4526235,"James II, King of England, 1633-1701",
4526239,"James II, 1685-1688",
4526239,"James II, King of England, 1633-1701",
4526243,"James II, 1685-1688",
4526243,"James II, King of England, 1633-1701",
4527000,"Nineteenth dynasty, ca.1320-1200 B.C",
4527006,"Nineteenth dynasty, ca.1320-1200 B.C",
4527011,"Eighteenth dynasty, ca. 1570-1320 B.C",
4527017,"Nineteenth dynasty, ca.1320-1200 B.C",
4527022,"Nineteenth dynasty, ca.1320-1200 B.C",
4527029,"Nineteenth dynasty, ca.1320-1200 B.C",
4527034,"Eighteenth dynasty, ca. 1570-1320 B.C",
4527038,"New Kingdom, ca. 1550-ca. 1070 B.C",
4527056,"Nineteenth dynasty, ca.1320-1200 B.C",
4527061,"Nineteenth dynasty, ca.1320-1200 B.C",
4527113,"Nineteenth dynasty, ca.1320-1200 B.C",
4527118,"Nineteenth dynasty, ca.1320-1200 B.C",
4530096,"Civil War, 1861-1865",
4530099,"Civil War, 1861-1865",
4530104,"Civil War, 1861-1865",
4530104,"1860-1869",
4530107,"Civil War, 1861-1865",
4530107,"1861",
4530107,"1860-1869",
4530111,"Civil War, 1861-1865",
4530114,"Civil War, 1861-1865",
4530117,"Civil War, 1861-1865",
4530122,"Civil War, 1861-1865",
4530125,"Civil War, 1861-1865",
4530129,"Civil War, 1861-1865",
4530132,"Civil War, 1861-1865",
4530136,"Civil War, 1861-1865",
4530140,"Civil War, 1861-1865",
4530145,"Civil War, 1861-1865",
4530150,"Civil War, 1861-1865",
4530152,"Civil War, 1861-1865",
4530157,"Civil War, 1861-1865",
4530160,"Civil War, 1861-1865",
4530163,"Civil War, 1861-1865",
4530167,"Civil War, 1861-1865",
4530170,"Civil War, 1861-1865",
4530174,"Civil War, 1861-1865",
4530177,"Civil War, 1861-1865",
4530181,"Civil War, 1861-1865",
4530186,"Civil War, 1861-1865",
4530188,"Civil War, 1861-1865",
4530191,"Civil War, 1861-1865",
4530193,"Civil War, 1861-1865",
4530197,"Civil War, 1861-1865",
4530201,"Civil War, 1861-1865",
4530205,"Civil War, 1861-1865",
4530210,"Civil War, 1861-1865",
4530214,"Civil War, 1861-1865",
4530220,"Civil War, 1861-1865",
4530223,"Civil War, 1861-1865",
4530229,"Civil War, 1861-1865",
4530232,"Civil War, 1861-1865",
4530237,"Civil War, 1861-1865",
4530240,"Civil War, 1861-1865",
4530246,"Civil War, 1861-1865",
4530249,"Civil War, 1861-1865",
4530255,"Civil War, 1861-1865",
4530259,"Civil War, 1861-1865",
4530264,"Civil War, 1861-1865",
4530268,"Civil War, 1861-1865",
4530272,"Civil War, 1861-1865",
4530276,"Civil War, 1861-1865",
4530281,"Civil War, 1861-1865",
4530287,"Civil War, 1861-1865",
4530291,"Civil War, 1861-1865",
4530296,"Civil War, 1861-1865",
4530300,"Civil War, 1861-1865",
4530305,"Civil War, 1861-1865",
4530309,"Civil War, 1861-1865",
4530313,"Civil War, 1861-1865",
4530316,"Civil War, 1861-1865",
4530323,"Civil War, 1861-1865",
4530326,"Civil War, 1861-1865",
4530330,"Civil War, 1861-1865",
4530332,"Civil War, 1861-1865",
4530336,"Civil War, 1861-1865",
4530341,"Civil War, 1861-1865",
4530344,"Civil War, 1861-1865",
4530347,"Civil War, 1861-1865",
4530350,"Civil War, 1861-1865",
4530353,"Civil War, 1861-1865",
4530355,"Civil War, 1861-1865",
4530358,"Civil War, 1861-1865",
4530363,"Civil War, 1861-1865",
4530367,"Civil War, 1861-1865",
4530371,"Civil War, 1861-1865",
4530376,"Civil War, 1861-1865",
4530380,"Civil War, 1861-1865",
4530384,"Civil War, 1861-1865",
4530390,"Civil War, 1861-1865",
4530395,"Civil War, 1861-1865",
4530398,"Civil War, 1861-1865",
4530402,"Civil War, 1861-1865",
4530405,"Civil War, 1861-1865",
4530408,"Civil War, 1861-1865",
4530410,"Civil War, 1861-1865",
4530413,"Civil War, 1861-1865",
4530417,"Civil War, 1861-1865",
4530420,"Civil War, 1861-1865",
4530422,"Civil War, 1861-1865",
4530427,"Civil War, 1861-1865",
4530429,"Civil War, 1861-1865",
4530432,"Civil War, 1861-1865",
4530435,"Civil War, 1861-1865",
4530438,"Civil War, 1861-1865",
4530441,"Civil War, 1861-1865",
4530444,"Civil War, 1861-1865",
4530446,"Civil War, 1861-1865",
4530450,"Civil War, 1861-1865",
4530453,"Civil War, 1861-1865",
4530456,"Civil War, 1861-1865",
4530458,"Civil War, 1861-1865",
4530461,"Civil War, 1861-1865",
4530463,"Civil War, 1861-1865",
4530466,"Civil War, 1861-1865",
4530468,"Civil War, 1861-1865",
4530470,"Civil War, 1861-1865",
4530472,"Civil War, 1861-1865",
4530475,"Civil War, 1861-1865",
4530477,"Civil War, 1861-1865",
4530481,"Civil War, 1861-1865",
4530484,"Civil War, 1861-1865",
4530487,"Civil War, 1861-1865",
4530489,"Civil War, 1861-1865",
4530492,"Civil War, 1861-1865",
4530494,"Civil War, 1861-1865",
4530497,"Civil War, 1861-1865",
4530499,"Civil War, 1861-1865",
4530502,"Civil War, 1861-1865",
4530504,"Civil War, 1861-1865",
4530506,"Civil War, 1861-1865",
4530509,"Civil War, 1861-1865",
4530511,"Civil War, 1861-1865",
4530516,"Civil War, 1861-1865",
4530518,"Civil War, 1861-1865",
4530521,"Civil War, 1861-1865",
4530523,"Civil War, 1861-1865",
4530526,"Civil War, 1861-1865",
4530528,"Civil War, 1861-1865",
4530531,"Civil War, 1861-1865",
4530532,"Civil War, 1861-1865",
4530535,"Civil War, 1861-1865",
4530538,"Civil War, 1861-1865",
4530540,"Civil War, 1861-1865",
4530543,"Civil War, 1861-1865",
4530548,"Civil War, 1861-1865",
4530552,"Civil War, 1861-1865",
4530555,"Civil War, 1861-1865",
4530558,"Civil War, 1861-1865",
4530561,"Civil War, 1861-1865",
4530563,"Civil War, 1861-1865",
4541840,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541842,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541844,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541847,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541850,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541853,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541857,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541861,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541864,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541867,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541870,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541872,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541876,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541879,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541884,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541887,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541891,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541894,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541899,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541903,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541907,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541911,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541914,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541917,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541921,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541925,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541930,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541933,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541937,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541939,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541943,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541945,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541948,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541950,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541954,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541957,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541959,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541964,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541967,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541971,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541975,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541979,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541982,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541987,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541990,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541993,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4541996,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542000,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542002,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542005,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542008,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542011,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542013,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542016,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542018,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542021,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542023,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542027,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542029,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542032,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542035,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542038,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
4542040,"17th century","http://id.loc.gov/authorities/subjects/sh2002012473"
